Date,Company,Close,Volume,Profit
5/14/2013,Apple,15.852143,447118000,7087778473.874
5/15/2013,Apple,15.316071,741613600,11358606552.1656
5/16/2013,Apple,15.520714,603204000,9362156767.656
5/17/2013,Apple,15.473571,427904400,6621209114.6124
5/20/2013,Apple,15.818929,451578400,7143486647.5336
5/21/2013,Apple,15.702143,456022000,7160522655.146
5/22/2013,Apple,15.7625,443038400,6983392780.0
5/23/2013,Apple,15.790714,353021200,5574456805.1368
5/24/2013,Apple,15.898214,276166800,4390558886.0952
5/28/2013,Apple,15.765714,386145200,6087854785.6728
5/29/2013,Apple,15.891071,330576400,5253213043.3244
5/30/2013,Apple,16.127857,353519600,5701513555.4972
5/31/2013,Apple,16.061787,384302800,6172589717.1036
6/3/2013,Apple,16.097143,372352400,5993809829.1932
6/4/2013,Apple,16.046785,292728800,4697356116.908
6/5/2013,Apple,15.896786,290589600,4619440685.0256
6/6/2013,Apple,15.659286,416934000,6528888749.124
6/7/2013,Apple,15.778929,404535600,6383138510.3724
6/10/2013,Apple,15.674643,450153200,7055990705.3076
6/11/2013,Apple,15.628571,286112400,4471527957.380401
6/12/2013,Apple,15.435357,265227200,4093876518.1103997
6/13/2013,Apple,15.57,285832400,4450410468.0
6/14/2013,Apple,15.358929,271866000,4175570591.514
6/17/2013,Apple,15.428571,259414400,4002393488.8224
6/18/2013,Apple,15.420357,195025600,3007364376.1391997
6/19/2013,Apple,15.107143,310940000,4697415044.42
6/20/2013,Apple,14.887143,357310800,5319336975.0444
6/21/2013,Apple,14.767857,481118400,7105087731.2688
6/24/2013,Apple,14.376429,480746000,6911410736.034
6/25/2013,Apple,14.379643,314162800,4517548907.8804
6/26/2013,Apple,14.216786,367724000,5227853415.064
6/27/2013,Apple,14.063571,337246000,4742883065.466
6/28/2013,Apple,14.161786,578516400,8192825454.2904
7/1/2013,Apple,14.615,391053600,5715248364.0
7/2/2013,Apple,14.946071,469865200,7022638639.6292
7/3/2013,Apple,15.028571,240928800,3620815576.7448
7/5/2013,Apple,14.907857,274024800,4085122532.8536
7/8/2013,Apple,14.823214,298138400,4419369304.8176
7/9/2013,Apple,15.083929,352584400,5318358056.1076
7/10/2013,Apple,15.026071,281405600,4228420525.3976
7/11/2013,Apple,15.260357,326292400,4979338510.3868
7/12/2013,Apple,15.2325,279563200,4258446444.0
7/15/2013,Apple,15.265714,241917200,3693038786.8808
7/16/2013,Apple,15.364286,216538000,3326951761.868
7/17/2013,Apple,15.368214,198990400,3058127051.1456
7/18/2013,Apple,15.42,218878800,3375111096.0
7/19/2013,Apple,15.176786,268721600,4078330216.7776
7/22/2013,Apple,15.225357,207796400,3163774373.3148003
7/23/2013,Apple,14.963929,369395600,5527609531.3124
7/24/2013,Apple,15.7325,591936800,9312645706.0
7/25/2013,Apple,15.660714,229493600,3594033634.4304
7/26/2013,Apple,15.749643,200152400,3152328845.5932
7/29/2013,Apple,15.9925,248057600,3967061168.0
7/30/2013,Apple,16.190001,309422400,5009548965.4223995
7/31/2013,Apple,16.161785,322957600,5219571295.315999
8/1/2013,Apple,16.309999,206250800,3363950341.7492003
8/2/2013,Apple,16.519285,274783600,4539228601.726
8/5/2013,Apple,16.766071,318855600,5345955628.3476
8/6/2013,Apple,16.616072,334857600,5564017991.347199
8/7/2013,Apple,16.606428,298858000,4962963859.224
8/8/2013,Apple,16.464643,255777200,4211280285.5396
8/9/2013,Apple,16.230356,266865200,4331317200.0112
8/12/2013,Apple,16.691429,364434000,6082924236.186
8/13/2013,Apple,17.484644,881941200,15420427910.9328
8/14/2013,Apple,17.803572,756372400,13466130482.2128
8/15/2013,Apple,17.782499,490294000,8718652564.706001
8/16/2013,Apple,17.940357,362306000,6499898983.242
8/19/2013,Apple,18.133572,510518400,9257522163.7248
8/20/2013,Apple,17.895357,358688400,6418856969.7588005
8/21/2013,Apple,17.941429,335879600,6026159995.9484
8/22/2013,Apple,17.962856,244207600,4386665952.9056
8/23/2013,Apple,17.893572,222731600,3985463921.2752
8/26/2013,Apple,17.963215,330965600,5945206230.404
8/27/2013,Apple,17.449642,424188800,7401942700.4096
8/28/2013,Apple,17.532143,307608000,5393027443.944
8/29/2013,Apple,17.560715,239657600,4208558811.1839995
8/30/2013,Apple,17.400715,272297200,4738165972.498
9/3/2013,Apple,17.449286,331928800,5791920562.836801
9/4/2013,Apple,17.810356,345032800,6145156999.6768
9/5/2013,Apple,17.688213,236367600,4180920455.0988
9/6/2013,Apple,17.793571,359525600,6397244289.9176
9/9/2013,Apple,18.077499,340687200,6158772517.312799
9/10/2013,Apple,17.665714,743195600,13129080915.658401
9/11/2013,Apple,16.70393,898696400,15011761756.852
9/12/2013,Apple,16.881786,404051200,6821105891.443201
9/13/2013,Apple,16.603571,298835600,4961738101.9276
9/16/2013,Apple,16.075714,543706800,8740475016.655201
9/17/2013,Apple,16.261429,399380800,6494502523.163199
9/18/2013,Apple,16.595715,456862000,7581951546.329999
9/19/2013,Apple,16.867857,404541200,6823743112.208401
9/20/2013,Apple,16.693214,699302800,11673611291.199202
9/23/2013,Apple,17.522858,762106800,13354289237.2344
9/24/2013,Apple,17.467857,364344400,6364315877.9508
9/25/2013,Apple,17.1975,316957200,5450871447.000001
9/26/2013,Apple,17.365,237221600,4119353083.9999995
9/27/2013,Apple,17.241072,228040400,3931660955.3087997
9/30/2013,Apple,17.026787,260156400,4429627609.486799
10/1/2013,Apple,17.427143,353883600,6167180102.5548
10/2/2013,Apple,17.484285,289184000,5056175473.44
10/3/2013,Apple,17.264643,322753200,5572218775.1076
10/4/2013,Apple,17.251072,258868400,4465757406.9248
10/7/2013,Apple,17.419643,312292400,5440022119.6132
10/8/2013,Apple,17.17643,290917200,4996918921.596
10/9/2013,Apple,17.378214,301725200,5243445094.7928
10/10/2013,Apple,17.487143,278602800,4871967003.8004
10/11/2013,Apple,17.600357,267738800,4712298462.751599
10/14/2013,Apple,17.715714,261898000,4639710065.172
10/15/2013,Apple,17.809999,320073600,5700510495.9264
10/16/2013,Apple,17.896786,251101200,4493904440.743199
10/17/2013,Apple,18.017857,253593200,4569206013.7724
10/18/2013,Apple,18.174643,290542000,5280497126.506
10/21/2013,Apple,18.620001,398106800,7412749014.106799
10/22/2013,Apple,18.566786,534063600,9915844571.5896
10/23/2013,Apple,18.748571,313723200,5881861689.547199
10/24/2013,Apple,18.996786,384764800,7309294565.9328
10/25/2013,Apple,18.784286,337792000,6345181536.512
10/28/2013,Apple,18.924286,550440800,10416699125.268799
10/29/2013,Apple,18.452856,635807200,11732458705.363201
10/30/2013,Apple,18.746429,354163600,6639302781.7844
10/31/2013,Apple,18.667856,275696400,5146660694.9184
11/1/2013,Apple,18.5725,274890000,5105394525.0
11/4/2013,Apple,18.8125,244627600,4602056725.0
11/5/2013,Apple,18.766071,265213200,4977009741.3372
11/6/2013,Apple,18.604286,223375600,4155743547.8215995
11/7/2013,Apple,18.303213,262620400,4806797119.3452
11/8/2013,Apple,18.591429,279316800,5192898455.7072
11/11/2013,Apple,18.5375,227452400,4216398865.0000005
11/12/2013,Apple,18.571787,204276800,3793785218.6416
11/13/2013,Apple,18.593929,197220800,3667109552.5232
11/14/2013,Apple,18.862858,282419200,5327233266.0736
11/15/2013,Apple,18.749643,317920400,5960894002.4172
11/18/2013,Apple,18.522499,244944000,4536974995.056
11/19/2013,Apple,18.555357,208938800,3876934025.1516004
11/20/2013,Apple,18.392857,193916800,3566683972.2976
11/21/2013,Apple,18.612143,262026800,4876880271.4324
11/22/2013,Apple,18.564285,223725600,4153305800.1960006
11/25/2013,Apple,18.705,229311600,4289273477.9999995
11/26/2013,Apple,19.049999,401382800,7646341938.6172
11/27/2013,Apple,19.498571,363448400,7086724432.2364
11/29/2013,Apple,19.859644,318127600,6317900882.5744
12/2/2013,Apple,19.686787,472544800,9302888825.5576
12/3/2013,Apple,20.225714,450968000,9121149791.152
12/4/2013,Apple,20.178572,377809600,7623658215.8912
12/5/2013,Apple,20.282143,447580000,9077881563.94
12/6/2013,Apple,20.000713,344352400,6887293523.2612
12/9/2013,Apple,20.229643,320493600,6483471111.7848
12/10/2013,Apple,20.198214,278269600,5620548930.4944
12/11/2013,Apple,20.048571,359718800,7211847901.8348
12/12/2013,Apple,20.019285,262290000,5250858262.65
12/13/2013,Apple,19.801071,332822000,6590232052.362
12/16/2013,Apple,19.910713,282592800,5626624136.6664
12/17/2013,Apple,19.821072,229902400,4556912023.3728
12/18/2013,Apple,19.670357,565863200,11130731157.1624
12/19/2013,Apple,19.445,320308800,6228404616.0
12/20/2013,Apple,19.607857,436413600,8557135461.6552
12/23/2013,Apple,20.360357,501306400,10206777270.3848
12/24/2013,Apple,20.27393,167554800,3396994286.364
12/26/2013,Apple,20.139286,204008000,4108575458.2879996
12/27/2013,Apple,20.003214,225884400,4518413992.4616
12/30/2013,Apple,19.804285,253629600,5022952882.836
12/31/2013,Apple,20.036428,223084400,4469814518.5232
1/2/2014,Apple,19.754642,234684800,4636114206.8416
1/3/2014,Apple,19.320715,392467600,7582754646.334
1/6/2014,Apple,19.426071,412610800,8015406696.1668005
1/7/2014,Apple,19.287144,317209200,6118059518.5248
1/8/2014,Apple,19.409286,258529600,5017874945.865601
1/9/2014,Apple,19.161428,279148800,5348889632.486401
1/10/2014,Apple,19.033571,304976000,5804782349.296
1/13/2014,Apple,19.133215,378492800,7241784118.352
1/14/2014,Apple,19.513929,332561600,6489583450.526401
1/15/2014,Apple,19.905714,391638800,7795849944.1032
1/16/2014,Apple,19.794643,229278000,4538476157.754
1/17/2014,Apple,19.309643,426739600,8240189329.962801
1/21/2014,Apple,19.609644,328526800,6442293592.4592
1/22/2014,Apple,19.696787,379985200,7484487547.552401
1/23/2014,Apple,19.863571,403239200,8009770479.1832
1/24/2014,Apple,19.502501,429354800,8373492416.354799
1/27/2014,Apple,19.660713,554878800,10909312836.5844
1/28/2014,Apple,18.089287,1065523200,19274554969.958397
1/29/2014,Apple,17.883928,502810000,8992217837.68
1/30/2014,Apple,17.849285,678501600,12110768431.355999
1/31/2014,Apple,17.878571,464797200,8309909740.801201
2/3/2014,Apple,17.911785,401464000,7190936853.24
2/4/2014,Apple,18.17107,376681200,6844700452.884
2/5/2014,Apple,18.306786,328344800,6010937987.812799
2/6/2014,Apple,18.303928,257765200,4718115661.7056
2/7/2014,Apple,18.559999,370280400,6872403853.719601
2/10/2014,Apple,18.8925,345559200,6528477185.999999
2/11/2014,Apple,19.14143,282256800,5402798779.224
2/12/2014,Apple,19.139999,308100800,5897049003.8991995
2/13/2014,Apple,19.44393,307398000,5977025194.14
2/14/2014,Apple,19.428213,272924400,5302433376.097199
2/18/2014,Apple,19.499643,260251600,5074813290.1788
2/19/2014,Apple,19.191786,313768000,6021768309.648
2/20/2014,Apple,18.969643,305858000,5802017068.694
2/21/2014,Apple,18.758928,278784800,5229703990.6944
2/24/2014,Apple,18.84107,288909600,5443365997.271999
2/25/2014,Apple,18.645,231952000,4324745040.0
2/26/2014,Apple,18.476786,276217200,5103606093.9192
2/27/2014,Apple,18.845358,301882000,5689074363.7560005
2/28/2014,Apple,18.794287,371968800,6990888382.245601
3/3/2014,Apple,18.848572,238781200,4500684640.446401
3/4/2014,Apple,18.972857,259140000,4916626162.9800005
3/5/2014,Apple,19.012857,200062800,3803765407.4196
3/6/2014,Apple,18.955357,185488800,3516006423.5016
3/7/2014,Apple,18.944286,220729600,4181564671.0656004
3/10/2014,Apple,18.96143,178584000,3386208015.12
3/11/2014,Apple,19.14607,279224400,5346049908.108001
3/12/2014,Apple,19.164642,199326400,3820019097.1488
3/13/2014,Apple,18.951786,257742800,4884686388.6407995
3/14/2014,Apple,18.73893,237199200,4444859204.856
3/17/2014,Apple,18.812143,199544800,3753865312.5063996
3/18/2014,Apple,18.978571,209647200,3978804270.1512
3/19/2014,Apple,18.973572,224756000,4264424148.432
3/20/2014,Apple,18.882143,208398400,3935008389.7711997
3/21/2014,Apple,19.031071,374046400,7118503595.6944
3/24/2014,Apple,19.256786,355700800,6849654185.6288
3/25/2014,Apple,19.463928,282293200,5494534519.6896
3/26/2014,Apple,19.277857,299768000,5778884637.176001
3/27/2014,Apple,19.195,222031600,4261896562.0
3/28/2014,Apple,19.173571,200564000,3845528094.0439997
3/31/2014,Apple,19.169287,168669200,3233268302.8604
4/1/2014,Apple,19.344643,200760000,3883630528.6800003
4/2/2014,Apple,19.376785,180420800,3495975051.1280003
4/3/2014,Apple,19.2425,162344000,3123904420.0
4/4/2014,Apple,18.99357,275251200,5228002934.783999
4/7/2014,Apple,18.695356,289850400,5418856414.7424
4/8/2014,Apple,18.694286,243888400,4559319501.682401
4/9/2014,Apple,18.940001,206169600,3904852430.1695995
4/10/2014,Apple,18.695715,239652000,4480465491.18
4/11/2014,Apple,18.557501,271717600,5042399633.7176
4/14/2014,Apple,18.63143,205674000,3832000733.82
4/15/2014,Apple,18.498571,266490000,4929684185.79
4/16/2014,Apple,18.536072,214765600,3980910624.7232003
4/17/2014,Apple,18.747856,284334400,5330660387.0464
4/21/2014,Apple,18.970358,182548800,3463016088.4704003
4/22/2014,Apple,18.989286,202563200,3846530537.8752
4/23/2014,Apple,18.741072,394940000,7401598975.679999
4/24/2014,Apple,20.2775,759911600,15409107469.0
4/25/2014,Apple,20.42643,390275200,7971929053.536
4/28/2014,Apple,21.217501,669485600,14204811387.4856
4/29/2014,Apple,21.154642,337377600,7137102346.8192
4/30/2014,Apple,21.074642,456640800,9623541382.593601
5/1/2014,Apple,21.124287,244048000,5155339993.776
5/2/2014,Apple,21.16357,191514400,4053128410.408
5/5/2014,Apple,21.462856,287067200,6161281975.9232
5/6/2014,Apple,21.22893,374564400,7951601428.091999
5/7/2014,Apple,21.154642,282864400,5983895116.5448
5/8/2014,Apple,20.999643,230297200,4836158983.8996
5/9/2014,Apple,20.912144,291597600,6097931001.2544
5/12/2014,Apple,21.172501,213208800,4514163531.2088
5/13/2014,Apple,21.205713,159737200,3387341218.6236
5/14/2014,Apple,21.209642,166404000,3529369267.368
5/15/2014,Apple,21.029285,230846000,4854526325.110001
5/16/2014,Apple,21.339643,276256400,5895212952.465199
5/19/2014,Apple,21.592501,317755200,6861129473.755199
5/20/2014,Apple,21.596786,234836000,5071702837.096001
5/21/2014,Apple,21.653929,196859600,4262783801.3684
5/22/2014,Apple,21.688213,200760000,4354125641.88
5/23/2014,Apple,21.933214,232209600,5093102849.6544
5/27/2014,Apple,22.343929,348866000,7795037134.514
5/28/2014,Apple,22.286072,315481600,7030845652.2752
5/29/2014,Apple,22.692142,376474000,8543001467.308001
5/30/2014,Apple,22.607143,564020800,12750898880.5744
6/2/2014,Apple,22.451786,369350800,8292585120.528799
6/3/2014,Apple,22.769285,292709200,6664779196.922
6/4/2014,Apple,23.029285,335482000,7725910590.370001
6/5/2014,Apple,23.119642,303805600,7023876709.5952
6/6/2014,Apple,23.05607,349938400,8068204246.087999
6/9/2014,Apple,23.424999,301660000,7066385198.34
6/10/2014,Apple,23.5625,251108000,5916732250.0
6/11/2014,Apple,23.465,182724000,4287618660.0
6/12/2014,Apple,23.0725,218996000,5052785210.0
6/13/2014,Apple,22.82,218100000,4977042000.0
6/16/2014,Apple,23.049999,142244000,3278724057.756
6/17/2014,Apple,23.02,118904000,2737170080.0
6/18/2014,Apple,23.045,134056000,3089320520.0
6/19/2014,Apple,22.965,142112000,3263602080.0
6/20/2014,Apple,22.727501,403592000,9172637583.592001
6/23/2014,Apple,22.7075,174776000,3968726020.0
6/24/2014,Apple,22.57,156144000,3524170080.0
6/25/2014,Apple,22.59,147476000,3331482840.0
6/26/2014,Apple,22.725,130516000,2965976100.0
6/27/2014,Apple,22.995001,256116000,5889387676.115999
6/30/2014,Apple,23.2325,197929200,4598390139.0
7/1/2014,Apple,23.379999,152892000,3574614807.1080003
7/2/2014,Apple,23.370001,113860000,2660908313.8599997
7/3/2014,Apple,23.5075,91567200,2152515954.0
7/7/2014,Apple,23.9925,225872000,5419233960.0
7/8/2014,Apple,23.8375,260888000,6218917700.0
7/9/2014,Apple,23.8475,145744000,3475630040.0
7/10/2014,Apple,23.76,158744000,3771757440.0000005
7/11/2014,Apple,23.805,136072000,3239193960.0
7/14/2014,Apple,24.112499,171240000,4129024328.7599998
7/15/2014,Apple,23.83,181911600,4334953428.0
7/16/2014,Apple,23.695,213585200,5060901314.0
7/17/2014,Apple,23.272499,229192000,5333870590.808
7/18/2014,Apple,23.6075,199952000,4720366840.0
7/21/2014,Apple,23.485001,156316000,3671081416.316
7/22/2014,Apple,23.68,220788000,5228259840.0
7/23/2014,Apple,24.297501,371672000,9030700791.672
7/24/2014,Apple,24.2575,182916000,4437084870.0
7/25/2014,Apple,24.4175,173876000,4245617230.0
7/28/2014,Apple,24.754999,221272000,5477588138.728001
7/29/2014,Apple,24.594999,172572000,4244408167.4280005
7/30/2014,Apple,24.5375,132040000,3239931500.0
7/31/2014,Apple,23.9,227372000,5434190800.0
8/1/2014,Apple,24.032499,194044000,4663362235.956
8/4/2014,Apple,23.897499,159832000,3819585060.1679997
8/5/2014,Apple,23.780001,223732000,5320347183.731999
8/6/2014,Apple,23.74,154232000,3661467679.9999995
8/7/2014,Apple,23.620001,186844000,4413255466.844
8/8/2014,Apple,23.684999,167460000,3966289932.5400004
8/11/2014,Apple,23.997499,146340000,3511794003.6600003
8/12/2014,Apple,23.9925,135180000,3243306150.0
8/13/2014,Apple,24.309999,127664000,3103511712.336
8/14/2014,Apple,24.375,112464000,2741310000.0
8/15/2014,Apple,24.495001,195804000,4796219175.804
8/18/2014,Apple,24.790001,190288000,4717239710.288
8/19/2014,Apple,25.1325,277596000,6976681470.0
8/20/2014,Apple,25.1425,210796000,5299938430.0
8/21/2014,Apple,25.145,133912000,3367217240.0
8/22/2014,Apple,25.33,176736000,4476722880.0
8/25/2014,Apple,25.385,161080000,4089015800.0000005
8/26/2014,Apple,25.2225,132608000,3344705280.0
8/27/2014,Apple,25.532499,209476000,5348445760.524
8/28/2014,Apple,25.5625,273840000,7000035000.0
8/29/2014,Apple,25.625,178380000,4570987500.0
9/2/2014,Apple,25.825001,214256000,5533161414.2560005
9/3/2014,Apple,24.735001,501684000,12409154241.684
9/4/2014,Apple,24.530001,342872000,8410650502.872
9/5/2014,Apple,24.7425,233828000,5785489290.0
9/8/2014,Apple,24.59,185426800,4559645012.0
9/9/2014,Apple,24.497499,759385200,18603038177.6148
9/10/2014,Apple,25.25,403478400,10187829600.0
9/11/2014,Apple,25.3575,249412400,6324474933.0
9/12/2014,Apple,25.415001,250504400,6366569576.5044
9/15/2014,Apple,25.407499,245266000,6231595649.734
9/16/2014,Apple,25.215,267632400,6748350966.0
9/17/2014,Apple,25.395,243706000,6188913870.0
9/18/2014,Apple,25.4475,149197600,3796705926.0
9/19/2014,Apple,25.24,283609600,7158306304.0
9/22/2014,Apple,25.264999,211153600,5334795492.8464
9/23/2014,Apple,25.66,253608800,6507601808.0
9/24/2014,Apple,25.4375,240687200,6122480650.0
9/25/2014,Apple,24.467501,400368000,9796004440.368
9/26/2014,Apple,25.1875,249482000,6283827875.0
9/29/2014,Apple,25.0275,199065200,4982104293.0
9/30/2014,Apple,25.1875,221056400,5567858075.0
10/1/2014,Apple,24.795,205965200,5106907134.0
10/2/2014,Apple,24.975,191031200,4771004220.0
10/3/2014,Apple,24.905001,173878400,4330441725.8784
10/6/2014,Apple,24.905001,148204800,3691040692.2047997
10/7/2014,Apple,24.6875,168376800,4156802250.0
10/8/2014,Apple,25.200001,229618800,5786393989.6188
10/9/2014,Apple,25.254999,309506000,7816573720.494
10/10/2014,Apple,25.182501,265326400,6681582333.3264
10/13/2014,Apple,24.952499,214333600,5348158939.6664
10/14/2014,Apple,24.6875,254754400,6289249250.0
10/15/2014,Apple,24.385,403734400,9845063344.0
10/16/2014,Apple,24.065001,288618000,6945592458.618
10/17/2014,Apple,24.4175,272718800,6659111299.0
10/20/2014,Apple,24.940001,310069200,7733126158.0692
10/21/2014,Apple,25.6175,378495600,9696111033.0
10/22/2014,Apple,25.747499,273052400,7030416395.9476
10/23/2014,Apple,26.2075,284298800,7450760801.0
10/24/2014,Apple,26.305,188215600,4951011358.0
10/27/2014,Apple,26.2775,136750800,3593469147.0
10/28/2014,Apple,26.684999,192243600,5130020273.7564
10/29/2014,Apple,26.834999,210751600,5655518975.2484
10/30/2014,Apple,26.745001,162619200,4349250666.6192
10/31/2014,Apple,27.0,178557200,4821044400.0
11/3/2014,Apple,27.35,209130400,5719716440.0
11/4/2014,Apple,27.15,166297600,4514979840.0
11/5/2014,Apple,27.215,149743600,4075272074.0
11/6/2014,Apple,27.174999,139874000,3801075810.126
11/7/2014,Apple,27.252501,134766000,3672710549.766
11/10/2014,Apple,27.2075,108782000,2959686265.0
11/11/2014,Apple,27.424999,109769200,3010420200.2308
11/12/2014,Apple,27.8125,187769600,5222342000.0
11/13/2014,Apple,28.205,238091600,6715373578.0
11/14/2014,Apple,28.545,176254400,5031181848.0
11/17/2014,Apple,28.497499,186986800,5328656146.0132
11/18/2014,Apple,28.8675,176896000,5106545280.0
11/19/2014,Apple,28.6675,167476800,4801141164.0
11/20/2014,Apple,29.077499,173582000,5047330431.418
11/21/2014,Apple,29.1175,228717200,6659673071.0
11/24/2014,Apple,29.657499,189803200,5629088214.1968
11/25/2014,Apple,29.4,275361600,8095631040.0
11/26/2014,Apple,29.75,163073200,4851427700.0
11/28/2014,Apple,29.7325,99257600,2951176592.0
12/1/2014,Apple,28.7675,335256000,9644476980.0
12/2/2014,Apple,28.657499,237395600,6803164169.604401
12/3/2014,Apple,28.9825,172253600,4992339962.0
12/4/2014,Apple,28.872499,168178000,4855719136.8220005
12/5/2014,Apple,28.75,153275600,4406673500.0
12/8/2014,Apple,28.1,230659600,6481534760.0
12/9/2014,Apple,28.530001,240832000,6870937200.832
12/10/2014,Apple,27.987499,178261200,4989085156.7388
12/11/2014,Apple,27.905001,165606800,4621257919.6068
12/12/2014,Apple,27.432501,224112400,6147963637.1124
12/15/2014,Apple,27.057501,268872400,7275015231.872399
12/16/2014,Apple,26.6875,243162800,6489407225.0
12/17/2014,Apple,27.352501,213647200,5843785251.6472
12/18/2014,Apple,28.1625,236024800,6647048430.0
12/19/2014,Apple,27.945,353719200,9884683044.0
12/22/2014,Apple,28.235001,180670000,5101217630.67
12/23/2014,Apple,28.135,104113600,2929236136.0
12/24/2014,Apple,28.002501,57918400,1621860053.9183998
12/26/2014,Apple,28.497499,134884000,3843856655.116
12/29/2014,Apple,28.477501,110395600,3143790809.3956
12/30/2014,Apple,28.129999,119526000,3362266260.474
12/31/2014,Apple,27.594999,165613600,4570107126.3864
1/2/2015,Apple,27.3325,212818400,5816858918.0
1/5/2015,Apple,26.5625,257142000,6830334375.0
