Year,Month,Company,Profit_Made,Vol_monthly
2013,1,AMD,-0.021428571428571394,0.1098440452901944
2013,1,Apple,-0.08074814285714316,1.1820100110649876
2013,1,Cisco,0.02476204761904707,0.29743026257561694
2013,1,Google,0.01649752380952392,0.4180462847137754
2013,1,Intel,0.02952357142857157,0.45950121218620266
2013,1,Meta,0.14428571428571452,1.2134688061407233
2013,1,Microsoft,-0.0066667142857141926,0.4779784329171507
2013,1,Nvidia,-0.007976190476190517,0.07180475345718842
2013,1,Salesforce,-0.01000028571428571,0.6372645213846808
2013,1,Yelp,0.05428595238095181,0.690031109961511
2013,2,AMD,-0.02526315789473684,0.10183692961749258
2013,2,Apple,-0.0605262631578947,0.41413563326397523
2013,2,Cisco,0.012105421052631203,0.2136166825799597
2013,2,Google,0.04966910526315728,0.31940384138707345
2013,2,Intel,-0.039473421052631685,0.3357719771565168
2013,2,Meta,-0.17526347368421094,0.7823223604209322
2013,2,Microsoft,-0.0189470000000009,0.2693883269602653
2013,2,Nvidia,0.009473684210526278,0.03926452872981255
2013,2,Salesforce,-0.07644689473684184,0.8526516728109144
2013,2,Yelp,0.07578936842105277,0.5335777927690946
2013,3,AMD,-0.005500000000000038,0.09083820202628619
2013,3,Apple,-0.006089199999999462,0.49210084033261137
2013,3,Cisco,0.03800005000000013,0.45315839974935757
2013,3,Google,-0.01671239999999994,0.30092042801428937
2013,3,Intel,0.04049979999999973,0.28605238561521473
2013,3,Meta,-0.07400015000000053,1.0487099108706917
2013,3,Microsoft,0.05350005000000024,0.17914713329774481
2013,3,Nvidia,0.001625000000000032,0.03408194459487913
2013,3,Salesforce,0.02974995000000078,1.341521205719772
2013,3,Yelp,0.07600010000000026,0.743377011524818
2013,4,AMD,0.015909090909090852,0.13493946053196607
2013,4,Apple,-6.490909090920124e-05,0.5302964858302699
2013,4,Cisco,0.054090545454545946,0.3593214134760388
2013,4,Google,0.0293785454545458,0.3761204371598075
2013,4,Intel,0.14499986363636372,0.9808585432697249
2013,4,Meta,0.019545454545454696,0.7453577884574519
2013,4,Microsoft,0.22863668181818173,1.4917962296584915
2013,4,Nvidia,0.01193181818181819,0.11450586716286015
2013,4,Salesforce,-0.10465936363636401,0.9225838049553187
2013,4,Yelp,0.0750000909090911,1.155085796423835
2013,5,AMD,0.04772727272727264,0.27878213809259816
2013,5,Apple,0.001850818181817941,0.3248784516297235
2013,5,Cisco,0.07454559090909108,1.5870988245459146
2013,5,Google,0.05128513636363605,0.6133544840935871
2013,5,Intel,0.0259093636363628,0.15999740663610465
2013,5,Meta,-0.2081818636363633,1.452401600380642
2013,5,Microsoft,0.19000054545454567,0.8622004850683298
2013,5,Nvidia,0.009431818181818163,0.10221445550126426
